Origin-Destination SPLC,Commodity Group Name,Time Window (SmmddccyyEmmddccyy),Tons
'365316488227,CHEM_PET,S01012019E01312019,11400
'388260392200,AG_FOOD,S04012019E04302019,12568
'365115395650,MO_VEH,S03012019E03312019,6440
'353100380000,CHEM_PET,S06012019E06302019,2400
'468111647000,FOR_PROD,S07012019E07312019,3240
'567500261004,CHEM_PET,S12012019E12312019,1600
'384020846203,IM,S11012019E11302019,4920
'219986411404,COAL,S11012019E11302019,25784
'840355380000,FOR_PROD,S08012019E08312019,3920
'491200359900,MO_VEH,S04012019E04302019,1200
'708576849990,AG_FOOD,S03012019E03312019,25086
'588250622300,OTHER,S04012019E04302019,2640
'392200262237,AG_FOOD,S03012019E03312019,3800
'554170880286,AG_FOOD,S12012019E12312019,3588
'668200686450,AG_FOOD,S05012019E05312019,4480
'552426380000,AG_FOOD,S09012019E09302019,22880
'472880342668,NONMET_PRO,S11012019E11302019,4120
'537933558917,CHEM_PET,S02012019E02282019,8720
'380000384188,OTHER,S08012019E08312019,1320
'384020883257,IM,S07012019E07312019,1440
'486160424250,FOR_PROD,S07012019E07312019,3640
'628630672700,NONMET_PRO,S06012019E06302019,8640
'684800684735,CHEM_PET,S01012019E01312019,3720
'525160299215,AG_FOOD,S11012019E11302019,25380
'647000346740,CHEM_PET,S09012019E09302019,7320
'566900513942,OTHER,S05012019E05312019,2160
'472985417495,NONMET_PRO,S04012019E04302019,4200
'567500191821,IM,S10012019E10312019,3920
'393317369450,MET_ORE,S09012019E09302019,14712
'684119883641,FOR_PROD,S02012019E02282019,3120
'842659668200,AG_FOOD,S01012019E01312019,3080
'566900644800,AG_FOOD,S02012019E02282019,5028
'731122501595,COAL,S04012019E04302019,29846
'463240479800,CHEM_PET,S09012019E09302019,3400
'648115457520,CHEM_PET,S09012019E09302019,3920
'883000384020,MET_ORE,S08012019E08312019,840
'258800264300,FOR_PROD,S10012019E10312019,1680
'398760623550,OTHER,S04012019E04302019,1320
'684800883160,CHEM_PET,S01012019E01312019,3600
'456495566900,MO_VEH,S10012019E10312019,400
'209420170111,AG_FOOD,S09012019E09302019,4360
'626200698350,OTHER,S12012019E12312019,2840
'359900491200,IM,S03012019E03312019,7200
'689100672287,CHEM_PET,S06012019E06302019,3552
'517623504600,MET_ORE,S06012019E06302019,4040
'353100491200,AG_FOOD,S03012019E03312019,400
'191821341949,IM,S06012019E06302019,5600
'170111403330,CHEM_PET,S08012019E08312019,8640
'883732380000,IM,S06012019E06302019,16960
'690360681620,NONMET_PRO,S07012019E07312019,23436
'546283380000,CHEM_PET,S04012019E04302019,15320
'880181883000,CHEM_PET,S04012019E04302019,5748
'380000491200,AG_FOOD,S07012019E07312019,7520
'380000206260,NONMET_PRO,S10012019E10312019,400
'380000883734,IM,S05012019E05312019,3400
'345894451990,AG_FOOD,S08012019E08312019,3528
'341800363216,MET_ORE,S10012019E10312019,16760
'704660849687,AG_FOOD,S06012019E06302019,24882
'396640665943,AG_FOOD,S03012019E03312019,3760
'704150547500,AG_FOOD,S01012019E01312019,3960
'456200412750,IM,S10012019E10312019,2400
'537565323130,OTHER,S04012019E04302019,128
'875640439900,CHEM_PET,S09012019E09302019,1000
'286326362120,MO_VEH,S05012019E05312019,960
'581520889593,MO_VEH,S10012019E10312019,1840
'589120513752,OTHER,S08012019E08312019,1760
'567500261004,CHEM_PET,S03012019E03312019,3200
'439900876411,IM,S02012019E02282019,8120
'381299668100,CHEM_PET,S07012019E07312019,13360
'472880380669,NONMET_PRO,S02012019E02282019,3960
'396640204168,NONMET_PRO,S05012019E05312019,4480
'413350491200,AG_FOOD,S01012019E01312019,3960
'380000343138,OTHER,S11012019E11302019,3360
'284214261020,COAL,S05012019E05312019,12696
'889593581520,MO_VEH,S06012019E06302019,800
'491200380696,IM,S02012019E02282019,400
'456200191560,AG_FOOD,S11012019E11302019,800
'587970879556,CHEM_PET,S01012019E01312019,3920
'396249286550,CHEM_PET,S12012019E12312019,11960
'343689875640,IM,S03012019E03312019,1160
'566900359900,FOR_PROD,S10012019E10312019,3920
'345237256260,CHEM_PET,S05012019E05312019,7760
'658670684735,CHEM_PET,S06012019E06302019,3880
'731132667797,COAL,S08012019E08312019,32868
'380000292179,MET_ORE,S08012019E08312019,3640
'684525672328,OTHER,S10012019E10312019,1680
'392200456122,CHEM_PET,S10012019E10312019,6852
'504450774900,CHEM_PET,S06012019E06302019,7040
'319218209200,AG_FOOD,S01012019E01312019,8600
'846203384020,IM,S07012019E07312019,24320
'731154748537,COAL,S12012019E12312019,225588
'547500380000,OTHER,S08012019E08312019,1720
'611860439930,FOR_PROD,S09012019E09302019,3520
'584092883732,AG_FOOD,S07012019E07312019,2320
'584092876411,AG_FOOD,S11012019E11302019,3080
'853470093768,OTHER,S02012019E02282019,756
'648115413350,CHEM_PET,S12012019E12312019,3920
'883737384020,CHEM_PET,S04012019E04302019,7960
'519263589120,CHEM_PET,S01012019E01312019,8520
'472880439900,CHEM_PET,S02012019E02282019,11560
'487158667309,CHEM_PET,S07012019E07312019,3240
'461450185400,AG_FOOD,S10012019E10312019,3920
'668100883252,IM,S06012019E06302019,1120
'353100261121,CHEM_PET,S05012019E05312019,1200
'191500262237,OTHER,S02012019E02282019,36588
'653900417500,IM,S09012019E09302019,6800
'840523093768,NONMET_PRO,S09012019E09302019,3360
'632452674787,CHEM_PET,S01012019E01312019,3920
'846206744300,IM,S09012019E09302019,160
'384020674123,IM,S05012019E05312019,320
'797000380000,FOR_PROD,S10012019E10312019,1040
'380000668100,CHEM_PET,S07012019E07312019,5280
'417500439900,FOR_PROD,S01012019E01312019,2400
'359900491200,AG_FOOD,S08012019E08312019,400
'734150584088,NONMET_PRO,S09012019E09302019,43080
'384869351616,NONMET_PRO,S03012019E03312019,4560
'273347209497,COAL,S05012019E05312019,30864
'722127845200,NONMET_PRO,S07012019E07312019,3720
'883737380000,IM,S04012019E04302019,19680
'380000202421,CHEM_PET,S10012019E10312019,3760
'362686414447,AG_FOOD,S11012019E11302019,5172
'732527381363,AG_FOOD,S10012019E10312019,4000
'380000414650,CHEM_PET,S05012019E05312019,8360
'380000883209,IM,S01012019E01312019,2120
'567257396640,MO_VEH,S07012019E07312019,24840
'359430316870,MET_ORE,S09012019E09302019,10200
'566330708549,CHEM_PET,S04012019E04302019,3600
'844394849656,FOR_PROD,S01012019E01312019,4320
'093768853470,CHEM_PET,S02012019E02282019,34000
'513752844140,CHEM_PET,S07012019E07312019,19290
'647000461417,IM,S11012019E11302019,3600
'731122667797,COAL,S06012019E06302019,30126
'380000343100,CHEM_PET,S09012019E09302019,3200
'479479472840,MET_ORE,S09012019E09302019,23880
'688190396640,CHEM_PET,S05012019E05312019,19560
'623170558130,CHEM_PET,S11012019E11302019,4200
'708588744836,AG_FOOD,S12012019E12312019,18288
'341800191821,IM,S08012019E08312019,1600
'534576538428,OTHER,S05012019E05312019,1320
'479473201788,CHEM_PET,S04012019E04302019,4000
'588440604163,MET_ORE,S01012019E01312019,12520
'566900656526,OTHER,S01012019E01312019,8240
'206299461417,MET_ORE,S09012019E09302019,2880
'732112566900,NONMET_PRO,S03012019E03312019,4320
'414650419140,FOR_PROD,S07012019E07312019,3400
'534450388260,CHEM_PET,S05012019E05312019,3880
'879574380000,AG_FOOD,S06012019E06302019,4160
'359900347121,CHEM_PET,S11012019E11302019,11800
'647000453360,CHEM_PET,S03012019E03312019,7600
'777550881237,CHEM_PET,S08012019E08312019,16784
'268435363216,COAL,S11012019E11302019,20888
'447523414650,NONMET_PRO,S09012019E09302019,4640
'684735777572,MET_ORE,S09012019E09302019,3840
'567500261004,CHEM_PET,S02012019E02282019,800
'191560380000,NONMET_PRO,S11012019E11302019,800
'883000384020,MET_ORE,S07012019E07312019,800
'684587887110,CHEM_PET,S03012019E03312019,3920
'191821218500,IM,S05012019E05312019,11760
'853470093768,OTHER,S05012019E05312019,2640
'684800883732,IM,S09012019E09302019,5320
'517823845210,AG_FOOD,S04012019E04302019,50382
'722123849990,NONMET_PRO,S06012019E06302019,17112
'388260462310,AG_FOOD,S07012019E07312019,3600
'456200472218,MET_ORE,S07012019E07312019,3600
'208513258800,CHEM_PET,S07012019E07312019,3920
'883715567500,IM,S09012019E09302019,200
'456200883000,NONMET_PRO,S07012019E07312019,520
'875850384869,AG_FOOD,S10012019E10312019,8480
'571220536870,NONMET_PRO,S01012019E01312019,4320
'479473447850,CHEM_PET,S09012019E09302019,3600
'513942506754,CHEM_PET,S06012019E06302019,5200
'392200207310,AG_FOOD,S07012019E07312019,4160
'883213584092,IM,S02012019E02282019,9040
'647000447850,IM,S09012019E09302019,400
'883000439900,MO_VEH,S08012019E08312019,560
'384020883710,IM,S06012019E06302019,2280
'684300684210,OTHER,S04012019E04302019,2880
'096592687500,FOR_PROD,S06012019E06302019,3480
'516564797163,CHEM_PET,S12012019E12312019,5160
'208548414692,CHEM_PET,S10012019E10312019,3960
'684800396640,CHEM_PET,S05012019E05312019,2840
'684300396298,CHEM_PET,S05012019E05312019,6080
'385420206744,CHEM_PET,S02012019E02282019,9336
'199330201170,NONMET_PRO,S10012019E10312019,4560
'479473465322,CHEM_PET,S05012019E05312019,3880
'323130845377,FOR_PROD,S09012019E09302019,3600
'658672653752,CHEM_PET,S05012019E05312019,3320
'665450684800,CHEM_PET,S03012019E03312019,3640
'504450845200,IM,S12012019E12312019,21280
'206297417500,IM,S12012019E12312019,1440
'731132725176,COAL,S01012019E01312019,62064
'684525380000,OTHER,S01012019E01312019,1320
'584092883734,AG_FOOD,S04012019E04302019,11600
'421350253894,CHEM_PET,S12012019E12312019,3280
'883734668100,IM,S12012019E12312019,31640
'549260793168,CHEM_PET,S04012019E04302019,3680
'396292661690,MET_ORE,S02012019E02282019,24960
'423580491200,NONMET_PRO,S02012019E02282019,3800
'380000844397,CHEM_PET,S09012019E09302019,2920
'481680853470,MO_VEH,S12012019E12312019,800
'845203380000,AG_FOOD,S02012019E02282019,5840
'506090788112,AG_FOOD,S10012019E10312019,3440
'744300742337,OTHER,S04012019E04302019,636
'388260261200,AG_FOOD,S05012019E05312019,28461
'566900684421,AG_FOOD,S09012019E09302019,8240
'684775380000,CHEM_PET,S03012019E03312019,7880
'218500202229,CHEM_PET,S11012019E11302019,2560
'566790491200,MO_VEH,S03012019E03312019,2480
'343689875640,IM,S02012019E02282019,2400
'668100883737,MET_ORE,S05012019E05312019,880
'439900481220,OTHER,S05012019E05312019,1200
'527792845210,AG_FOOD,S01012019E01312019,25330
'744189671685,CHEM_PET,S02012019E02282019,3192
'584092883252,IM,S06012019E06302019,5800
'380000343100,CHEM_PET,S12012019E12312019,5360
'588440744831,CHEM_PET,S02012019E02282019,8040
'667300684525,OTHER,S07012019E07312019,1320
'191560456200,AG_FOOD,S03012019E03312019,2000
'396640206744,AG_FOOD,S05012019E05312019,7920
'517130667268,AG_FOOD,S04012019E04302019,4360
'343100343138,OTHER,S06012019E06302019,2520
'664300671983,OTHER,S08012019E08312019,444
'380000191470,CHEM_PET,S10012019E10312019,7240
'671983506777,CHEM_PET,S04012019E04302019,19542
'647000683240,CHEM_PET,S05012019E05312019,3920
'380000413791,CHEM_PET,S01012019E01312019,23220
'261121359900,IM,S06012019E06302019,1200
'566900618350,AG_FOOD,S06012019E06302019,3600
'503992849687,AG_FOOD,S08012019E08312019,24704
'353100261004,AG_FOOD,S12012019E12312019,800
'472210439900,CHEM_PET,S08012019E08312019,7800
'286326185400,MO_VEH,S07012019E07312019,960
'191560343100,IM,S07012019E07312019,400
'653900491200,AG_FOOD,S12012019E12312019,800
'684800647000,CHEM_PET,S12012019E12312019,23360
'684640629660,CHEM_PET,S09012019E09302019,2800
'731122389163,COAL,S08012019E08312019,32758
'380000343100,MO_VEH,S02012019E02282019,16240
'380000204212,CHEM_PET,S08012019E08312019,800
'881550883660,MET_ORE,S07012019E07312019,9408
'341800347215,NONMET_PRO,S05012019E05312019,26769
'463240479947,MET_ORE,S06012019E06302019,3640
'503992879556,AG_FOOD,S12012019E12312019,25508
'548660844131,AG_FOOD,S01012019E01312019,3840
'323130622300,CHEM_PET,S10012019E10312019,7680
'345750361433,MET_ORE,S07012019E07312019,4320
'346740492171,CHEM_PET,S02012019E02282019,3760
'684800883000,AG_FOOD,S12012019E12312019,3240
'191821341949,IM,S01012019E01312019,2800
'604163621690,MET_ORE,S05012019E05312019,4240
'518432679420,NONMET_PRO,S04012019E04302019,4000
'345237201726,AG_FOOD,S08012019E08312019,12600
'253410261004,IM,S10012019E10312019,5360
'742325566900,CHEM_PET,S06012019E06302019,18040
'387767368260,AG_FOOD,S08012019E08312019,4440
'191821359814,IM,S03012019E03312019,1600
'706138849660,AG_FOOD,S08012019E08312019,25080
'731136380000,COAL,S08012019E08312019,285346
'647000261500,CHEM_PET,S04012019E04302019,3760
'566900206260,IM,S02012019E02282019,11600
'686732323130,CHEM_PET,S02012019E02282019,11440
'629660684800,CHEM_PET,S01012019E01312019,3440
'345237261203,CHEM_PET,S02012019E02282019,11720
'875850744189,AG_FOOD,S08012019E08312019,3000
'171760422740,FOR_PROD,S10012019E10312019,3800
'234113380000,MO_VEH,S11012019E11302019,600
'684300684421,CHEM_PET,S04012019E04302019,3800
'396640318472,CHEM_PET,S02012019E02282019,4280
'380000207310,MET_ORE,S09012019E09302019,400
'514914845210,AG_FOOD,S11012019E11302019,25318
'476917343545,FOR_PROD,S07012019E07312019,3880
'588250677200,CHEM_PET,S03012019E03312019,7236
'883000567500,IM,S08012019E08312019,19720
'668100875640,IM,S11012019E11302019,13160
'422390344900,MET_ORE,S12012019E12312019,3760
'396640368260,AG_FOOD,S04012019E04302019,3320
'883735384020,IM,S12012019E12312019,33240
'380000204212,AG_FOOD,S04012019E04302019,4400
'345237456360,CHEM_PET,S07012019E07312019,2840
'366276424250,CHEM_PET,S08012019E08312019,3396
'731134742522,COAL,S12012019E12312019,25449
'743850744300,AG_FOOD,S06012019E06302019,3640
'876411684800,MO_VEH,S03012019E03312019,2440
'553900566900,AG_FOOD,S09012019E09302019,8280
'647000455110,MO_VEH,S12012019E12312019,2400
'341800363228,MET_ORE,S01012019E01312019,3720
'647000468110,CHEM_PET,S04012019E04302019,3880
'080116704660,CHEM_PET,S04012019E04302019,7400
'840355380000,FOR_PROD,S12012019E12312019,14960
'627181883641,FOR_PROD,S11012019E11302019,10680
'744300744184,FOR_PROD,S01012019E01312019,3600
'279938363216,COAL,S09012019E09302019,72408
'285582343473,MET_ORE,S06012019E06302019,3800
'597660626132,AG_FOOD,S10012019E10312019,4080
'384020883735,AG_FOOD,S06012019E06302019,15080
'472600845375,MO_VEH,S07012019E07312019,800
'417500456200,IM,S11012019E11302019,6800
'623550844140,MET_ORE,S10012019E10312019,3492
'686152384188,CHEM_PET,S05012019E05312019,3920
'380000363188,CHEM_PET,S09012019E09302019,21220
'513942857680,CHEM_PET,S12012019E12312019,2560
'747340668141,NONMET_PRO,S07012019E07312019,24508
'380000207310,MET_ORE,S01012019E01312019,1200
'523127553200,AG_FOOD,S06012019E06302019,12056
'380000203754,AG_FOOD,S05012019E05312019,4200
'883209567500,IM,S03012019E03312019,5160
'396640191470,CHEM_PET,S05012019E05312019,3080
'688190684771,CHEM_PET,S08012019E08312019,3920
'445457447841,NONMET_PRO,S06012019E06302019,13976
'461417456495,IM,S03012019E03312019,69200
'207800208510,FOR_PROD,S08012019E08312019,7920
'503160504450,AG_FOOD,S01012019E01312019,8200
'353100380000,IM,S09012019E09302019,50320
'623550684758,AG_FOOD,S09012019E09302019,24814
'363505207320,MET_ORE,S06012019E06302019,3200
'504450797000,CHEM_PET,S11012019E11302019,10596
'277592261020,COAL,S01012019E01312019,123681
'380000185526,FOR_PROD,S10012019E10312019,3720
'191821341800,IM,S10012019E10312019,7600
'093612848772,IM,S03012019E03312019,13440
'359900380000,CHEM_PET,S04012019E04302019,400
'380000846203,IM,S05012019E05312019,960
'690360686212,NONMET_PRO,S11012019E11302019,31587
'621644879574,CHEM_PET,S07012019E07312019,3920
'647000453440,CHEM_PET,S02012019E02282019,3800
'855632382867,FOR_PROD,S06012019E06302019,3640
'384020883252,MET_ORE,S02012019E02282019,1560
'396276185400,OTHER,S05012019E05312019,2400
'701782323130,AG_FOOD,S01012019E01312019,4520
'456200883734,IM,S11012019E11302019,960
'318100353660,FOR_PROD,S08012019E08312019,3880
'387750413350,AG_FOOD,S11012019E11302019,28338
'453954257500,FOR_PROD,S03012019E03312019,2560
'684587522170,CHEM_PET,S06012019E06302019,3920
'457645461141,NONMET_PRO,S07012019E07312019,20172
'357998479800,CHEM_PET,S01012019E01312019,4120
'567500883734,IM,S07012019E07312019,160
'688190647000,CHEM_PET,S09012019E09302019,11400
'080116518452,CHEM_PET,S12012019E12312019,3960
'380000725160,NONMET_PRO,S11012019E11302019,69105
'566900261004,IM,S10012019E10312019,7840
'261121412750,IM,S05012019E05312019,2000
'439900667538,CHEM_PET,S10012019E10312019,7880
'504450846209,IM,S10012019E10312019,7880
'362120380000,FOR_PROD,S03012019E03312019,3720
'863113513980,NONMET_PRO,S04012019E04302019,4000
'567500883000,MET_ORE,S03012019E03312019,800
'185400205115,FOR_PROD,S01012019E01312019,3160
'318100261004,IM,S01012019E01312019,4800
'206260566900,IM,S03012019E03312019,8240
'346319316870,MET_ORE,S10012019E10312019,3320
'774900381299,IM,S06012019E06302019,640
'512955611860,AG_FOOD,S12012019E12312019,4160
'279742261020,COAL,S10012019E10312019,55434
'380000417500,IM,S02012019E02282019,18000
'622144484076,MET_ORE,S02012019E02282019,4368
'481680439900,MO_VEH,S01012019E01312019,4000
'318352346319,MET_ORE,S08012019E08312019,16320
'486160185400,CHEM_PET,S03012019E03312019,3320
'674650883660,AG_FOOD,S09012019E09302019,3720
'708787323130,COAL,S10012019E10312019,315886
'380000468510,CHEM_PET,S09012019E09302019,4524
'668100853470,NONMET_PRO,S12012019E12312019,2160
'341800318360,MET_ORE,S12012019E12312019,3880
'447523414650,NONMET_PRO,S04012019E04302019,4600
'553200527155,OTHER,S06012019E06302019,1280
'318342380000,MO_VEH,S09012019E09302019,1280
'456200265900,NONMET_PRO,S03012019E03312019,3960
'647000414948,CHEM_PET,S05012019E05312019,4160
'668100875640,FOR_PROD,S07012019E07312019,1880
'647000463290,CHEM_PET,S08012019E08312019,3920
'206260348540,MET_ORE,S12012019E12312019,4080
'514463504600,AG_FOOD,S01012019E01312019,8508
'093768774900,FOR_PROD,S04012019E04302019,3480
'381299883000,CHEM_PET,S06012019E06302019,19400
'708550667300,AG_FOOD,S12012019E12312019,4440
'380000883000,CHEM_PET,S05012019E05312019,15160
'285582261004,IM,S07012019E07312019,480
'200676380000,IM,S09012019E09302019,1200
'647000684779,OTHER,S03012019E03312019,1280
'564160206178,AG_FOOD,S12012019E12312019,3200
'380000209228,AG_FOOD,S01012019E01312019,8200
'457620463248,NONMET_PRO,S08012019E08312019,7760
'380037262600,MO_VEH,S05012019E05312019,600
'684800875640,AG_FOOD,S08012019E08312019,120
'474726461413,FOR_PROD,S01012019E01312019,10520
'578640566900,FOR_PROD,S05012019E05312019,4560
'684771663330,CHEM_PET,S08012019E08312019,3600
